code,name,pop
64000030041,新中里,7765
64000030042,新光里,7334
64000030043,菜公里,8605
64000030044,福山里,3450
64000040001,清豐里,7989
64000040002,東寧里,2864
64000040003,五常里,9821
64000040004,享平里,5008
64000040005,中陽里,6680
64000040006,惠楠里,9842
64000040007,惠民里,8468
64000040008,惠豐里,8718
64000040009,錦屏里,2849
64000040010,玉屏里,9933
64000040011,金田里,2353
64000040012,稔田里,7145
64000040013,瑞屏里,5822
64000040014,翠屏里,7354
64000040015,宏南里,1470
64000040016,宏毅里,6979
64000040017,宏榮里,8381
64000040018,廣昌里,1940
64000040019,久昌里,8945
64000040020,大昌里,7702
64000040021,福昌里,5328
64000040022,盛昌里,4756
64000040023,泰昌里,1218
64000040024,興昌里,9095
64000040025,建昌里,7115
64000040026,宏昌里,3859
64000040027,和昌里,8362
64000040028,慶昌里,3930
64000040029,隆昌里,9004
64000040030,秀昌里,4467
64000040031,裕昌里,1008
64000040032,國昌里,1185
64000040033,加昌里,1640
64000040034,仁昌里,153
64000040035,藍田里,4043
64000040036,中興里,6951
64000040037,中和里,5856
64000052001,鼎金里,1759
64000052002,鼎盛里,4923
64000052003,鼎強里,8385
64000052004,鼎力里,3635
64000052005,鼎西里,5770
64000052006,鼎中里,8782
64000052007,鼎泰里,2962
64000052008,本館里,8442
64000052009,本和里,5233
64000052010,本文里,474
64000052011,本武里,2020
64000052012,本元里,9158
64000052013,本安里,9560
64000052014,本上里,3675
64000052015,本揚里,332
64000052016,寶獅里,5600
64000052017,寶德里,3908
64000052018,寶泰里,4072
64000052019,寶興里,1050
64000052020,寶中里,1120
64000052021,寶華里,3708
64000052022,寶國里,2986
64000052023,寶民里,3353
64000052024,寶慶里,5816
64000052025,寶業里,837
64000052026,寶盛里,2903
64000052027,寶安里,3277
64000052028,寶龍里,5122
64000052029,寶珠里,892
64000052030,寶玉里,1004
64000052031,灣子里,8309
64000052032,灣愛里,2233
64000052033,灣中里,4973
64000052034,灣華里,7163
64000052035,灣勝里,2171
64000052036,灣利里,3569
64000052037,灣復里,9879
64000052038,正興里,9644
64000052039,正順里,6682
64000052040,灣興里,9545
64000052041,灣成里,3506
64000052042,安康里,6332
64000052043,安寧里,1658
64000052044,安吉里,4914
64000052045,安發里,4038
64000051046,安東里,6331
64000051047,安和里,2740
64000051048,達德里,295
64000051049,達明里,3374
64000051050,達仁里,6667
64000051051,達勇里,4194
64000051052,同德里,6258
64000051053,德智里,8131
64000051054,德仁里,2369
64000051055,安生里,1551
64000051056,德東里,353
64000051057,德行里,6763
64000051058,精華里,3759
64000051059,民享里,8401
64000051060,安宜里,7181
64000051061,安泰里,5795
64000051062,安邦里,1336
64000051063,十全里,9222
64000051064,十美里,7676
64000051065,德北里,5180
64000051066,立誠里,4224
64000051067,立業里,407
64000051068,港東里,4143
64000051069,港新里,534
64000051070,港西里,3983
64000051072,博愛里,9132
64000051073,博惠里,380
64000051074,長明里,4355
64000051075,建東里,5063
64000051076,興德里,4301
64000051077,鳳南里,1026
64000051078,鳳北里,2529
64000051079,德西里,9923
64000051081,豐裕里,1603
64000051082,川東里,2558
64000051083,裕民里,3118
64000051084,力行里,9852
64000051085,千歲里,477
64000051086,立德里,1716
64000051087,千北里,5948
64000051088,千秋里,5255
64000060001,浩然里,716
64000060002,振成里,2952
64000060003,德生里,7768
64000060004,振華里,1295
64000060005,正氣里,8569
64000060006,德政里,1760
64000060007,仁聲里,3353
64000060008,德望里,2821
64000060009,華聲里,9331
64000060010,蕉園里,5053
64000060011,永寧里,2715
64000060012,玉衡里,7293
64000060013,順昌里,4663
64000060014,文昌里,1596
64000060015,光耀里,2390
64000060016,興昌里,7201
64000060017,開平里,1980
64000060018,成功里,6421
64000060019,新江里,6303
64000060020,黎明里,2739
64000060021,愛平里,5769
64000060022,南港里,3864
64000060023,中東里,748
64000060024,明莊里,1726
64000060025,大明里,4466
64000060026,秋山里,6202
64000060027,長驛里,9456
64000060028,建興里,4133
64000060029,建華里,391
64000060030,漢民里,9333
64000060031,榮治里,2495
64000060032,東坡里,4712
64000070001,三川里,8304
64000070002,草江里,3421
64000070003,長城里,2507
64000070004,北金里,3403
64000070005,東金里,6938
64000070006,新生里,2210
64000070007,後金里,2772
64000070008,長興里,5903
64000070009,青山里,9176
64000070010,民生里,6205
64000070011,復元里,8801
64000070012,林投里,878
64000070013,國民里,6360
64000070014,社東里,5401
64000070015,社西里,917
64000070016,博孝里,3215
64000070017,長生里,2318
64000070018,榮復里,1117
64000070019,文西里,5687
64000070020,文東里,577
64000080001,博仁里,7098
64000080002,苓洲里,617
64000080003,苓昇里,3872
64000080004,苓中里,3840
64000080005,苓雅里,8707
64000080006,苓東里,8072
64000080007,城北里,7946
64000080008,城西里,4172
64000080009,城東里,7459
64000080010,意誠里,2373
64000080011,鼓中里,4779
64000080012,田西里,9092
64000080013,人和里,8396
64000080014,仁政里,1577
64000080015,廣澤里,8600
64000080016,美田里,151
64000080017,華堂里,9239
64000080018,日中里,8663
64000080019,普照里,616
64000080020,和煦里,2857
64000080021,晴朗里,2320
64000080022,普天里,2655
64000080023,林富里,5099
64000080024,林圍里,9485
64000080025,林安里,4523
64000080026,光華里,438
64000080027,林興里,9474
64000080028,林華里,3995
64000080029,林西里,5789
64000080030,林中里,238
64000080031,林泉里,5162
64000080032,林南里,5303
64000080033,中正里,4455
64000080034,尚義里,8612
64000080035,同慶里,3214
64000080036,凱旋里,5461
64000080037,安祥里,7563
64000080038,奏捷里,167
64000080039,福壽里,9370
64000080040,福南里,7556
64000080041,五權里,4002
64000080042,民主里,6820
64000080043,林德里,2190
64000080044,林貴里,3983
64000080045,林榮里,1093
64000080046,英明里,7970
64000080047,林靖里,4497
64000080048,朝陽里,4050
64000080049,福隆里,6614
64000080050,福祥里,1797
64000080051,福海里,4793
64000080052,福康里,6614
64000080053,福人里,3221
64000080054,福地里,7416
64000080055,福居里,9297
64000080056,福東里,9909
64000080057,福西里,9883
64000080058,永康里,8328
64000080059,正文里,1658
64000080060,正言里,6841
64000080061,正大里,3538
64000080062,五福里,3883
64000080063,正心里,347
64000080064,正道里,5959
64000080065,正義里,8710
64000080066,正仁里,3896
64000080067,文昌里,9029
64000080068,建軍里,1770
64000080069,衛武里,3683
64000090001,草衙里,8706
64000090002,明孝里,8287
64000090003,明正里,2393
64000090004,明義里,9339
64000090005,仁愛里,148
64000090006,德昌里,9032
64000090007,平等里,1175
64000090008,平昌里,371
64000090009,明禮里,2675
64000090010,信義里,1472
64000090011,信德里,831
64000090012,明道里,2917
64000090013,興化里,927
64000090014,興仁里,3763
64000090015,前鎮里,6130
64000090016,鎮東里,5304
64000090017,鎮榮里,2286
64000090018,鎮昌里,3882
64000090019,鎮海里,6920
64000090020,鎮陽里,7257
64000090021,興邦里,2862
64000090022,鎮中里,2370
64000090023,鎮北里,3903
64000090024,忠純里,924
64000090025,忠誠里,1866
64000090028,西山里,5216
64000090029,民權里,7955
64000090030,建隆里,9901
64000090031,振興里,3143
64000090032,良和里,1068
64000090033,西甲里,9535
64000090034,盛興里,5319
64000090035,盛豐里,3011
64000090036,興中里,6614
64000090037,興東里,1244
64000090038,忠孝里,2167
64000090039,復國里,9725
64000090040,竹內里,5312
64000090041,竹東里,1120
64000090042,竹南里,856
64000090043,竹北里,5492
64000090044,竹西里,1024
64000090045,竹中里,290
64000090046,瑞竹里,3148
64000090047,瑞南里,9502
64000090048,瑞豐里,7814
64000090049,瑞祥里,5497
64000090050,瑞東里,350
64000090051,瑞和里,3028
64000090052,瑞平里,8194
64000090053,瑞隆里,7788
64000090054,瑞北里,7902
64000090055,瑞西里,472
64000090056,瑞崗里,4
64000090057,瑞興里,1678
64000090058,瑞誠里,6016
64000090059,瑞文里,6334
64000090060,瑞華里,4168
64000090061,瑞昌里,7154
64000100001,旗下里,4432
64000100002,永安里,9441
64000100003,振興里,8049
64000100004,慈愛里,1681
64000100005,復興里,6589
64000100006,中華里,1446
64000100007,實踐里,1918
64000100008,北汕里,6179
64000100009,南汕里,5111
64000100010,上竹里,1036
64000100011,中洲里,3975
64000100012,安順里,9865
64000100013,中興里,2638
64000110001,小港里,2882
64000110002,港口里,9567
64000110003,港正里,2832
64000110004,港墘里,4573
64000110005,港明里,3886
64000110006,港后里,2697
64000110007,港南里,6614
64000110008,港興里,1143
64000110009,鳳宮里,9361
64000110010,店鎮里,8685
64000110011,大苓里,923
64000110012,二苓里,2988
64000110013,三苓里,7122
64000110014,正苓里,1520
64000110015,順苓里,4787
64000110016,六苓里,3199
64000110017,宏亮里,4097
64000110018,山東里,7212
64000110019,青島里,2832
64000110020,濟南里,6727
64000110021,泰山里,7727
64000110022,山明里,4237
64000110023,高松里,5179
64000110024,松金里,8875
64000110025,松山里,6904
64000110026,大坪里,2293
64000110027,坪頂里,4551
64000110028,孔宅里,8732
64000110029,廈莊里,1581
64000110030,合作里,9461
64000110031,桂林里,5899
64000110032,中厝里,2182
64000110033,鳳鳴里,6699
64000110034,龍鳳里,9343
64000110035,鳳森里,266
64000110036,鳳林里,4227
64000110037,鳳興里,3573
64000110038,鳳源里,2673
64000121001,縣口里,6511
64000121002,成功里,8749
64000121003,光明里,6265
64000121004,興中里,8569
64000121005,南興里,7797
64000121006,和德里,6924
64000121007,鳳崗里,4316
64000121008,中和里,5850
64000121009,鎮北里,9098
64000121010,縣衙里,1471
64000121011,文英里,4579
64000121012,鎮西里,9401
64000121013,鎮東里,6341
64000121014,埤頂里,6593
64000121015,中正里,8443
64000122016,鎮南里,9817
64000122017,老爺里,1322
64000121018,瑞竹里,3691
64000121019,忠義里,2144
64000121020,誠義里,8014
64000121021,新興里,4227
64000121022,海光里,4940
64000121024,忠誠里,8676
64000122025,新甲里,2209
64000122026,武漢里,5492
64000122027,正義里,422
64000122028,一甲里,7450
64000122029,福興里,7883
64000121030,東門里,1190
64000121031,瑞興里,7197
64000122032,天興里,7613
64000122033,新強里,2981
64000122034,國泰里,1066
64000121035,鳳東里,536
64000122036,新富里,929
64000122037,國光里,9226
64000122038,國隆里,7709
64000121039,文德里,1052
64000122040,過埤里,2598
64000121041,曹公里,1051
64000121042,興仁里,2495
64000122043,五福里,6952
64000121044,忠孝里,8104
64000121045,生明里,257
64000121046,和興里,1379
64000121047,協和里,6138
64000121048,文山里,5574
64000122049,福誠里,6021
64000121050,誠德里,1688
64000121051,三民里,6142
64000121053,北門里,2701
64000122054,富甲里,6899
64000122055,南成里,9033
64000121056,文華里,7243
64000122057,大德里,8522
64000121058,武松里,930
64000121059,文衡里,1798
64000121060,文福里,7796
64000121061,誠信里,2274
64000121062,誠智里,7465
64000122063,國富里,6283
64000122064,武慶里,9343
64000122065,海洋里,6293
64000122066,新武里,147
64000122067,新樂里,9221
64000122068,新泰里,5125
64000122069,中崙里,4894
64000122070,中榮里,2611
64000122071,中民里,6093
64000122072,二甲里,6168
64000122073,龍成里,2354
64000122074,富榮里,2912
64000122075,善美里,8170
64000122076,南和里,4369
64000122077,福祥里,1878
64000122078,保安里,9156
64000130001,東林里,4943
64000130002,林園里,4649
64000130003,溪州里,197
64000130004,潭頭里,5883
64000130005,中厝里,985
64000130006,中門里,5528
64000130007,頂厝里,3784
64000130008,港埔里,9291
64000130009,西溪里,1907
64000130010,港嘴里,1192
64000130011,北汕里,1202
64000130012,林內里,999
64000130013,王公里,916
64000130014,林家里,1616
64000130015,龔厝里,7160
64000130016,鳳芸里,3002
64000130017,中芸里,1413
64000130018,東汕里,840
64000130019,西汕里,7007
64000130020,仁愛里,1095
64000130021,文賢里,8059
64000130022,廣應里,1930
64000130023,五福里,5926
64000130024,中汕里,5896
64000140001,拷潭里,6803
64000140002,內坑里,1574
64000140003,大寮里,591
64000140004,上寮里,8660
64000140005,三隆里,9900
64000140006,琉球里,7482
64000140007,翁園里,5209
64000140008,前庄里,2650
64000140009,中庄里,6081
64000140010,後庄里,5666
64000140011,義仁里,4229
64000140012,新厝里,4593
64000140013,過溪里,8378
64000140014,潮寮里,9549
64000140015,會結里,8989
64000140016,會社里,461
64000140017,山頂里,3072
64000140018,忠義里,4285
64000140019,永芳里,4563
64000140020,義和里,8300
64000140021,溪寮里,5570
64000140022,江山里,9435
64000140023,昭明里,6637
64000140024,光武里,8344
64000140025,中興里,3708
64000150001,竹寮里,7492
64000150002,九曲里,8475
64000150003,久堂里,3226
64000150004,水安里,2808
64000150005,水寮里,245
64000150006,檨腳里,6578
64000150007,興山里,687
64000150008,和山里,8516
64000150009,姑山里,4025
64000150010,大坑里,3355
64000150011,井腳里,8427
64000150012,小坪里,3641
64000150013,龍目里,5856
64000150014,大樹里,1667
64000150015,三和里,4490
64000150016,溪埔里,8868
64000150017,興田里,1342
64000150018,統嶺里,522
64000160001,嘉誠里,2444
64000160002,保社里,9325
64000160003,大社里,193
64000160004,翠屏里,6578
64000160005,三奶里,2066
64000160006,觀音里,1058
64000160007,神農里,4155
64000160008,中里里,239
64000160009,保安里,1101
64000170001,大灣里,2734
64000170002,灣內里,9241
64000170003,考潭里,7714
64000170004,烏林里,5094
64000170005,仁福里,598
64000170006,仁武里,8516
64000170007,文武里,823
64000170008,竹後里,5366
64000170009,八卦里,3443
64000170010,高楠里,5295
64000170011,後安里,5077
64000170012,中華里,1832
64000170013,五和里,2579
64000170014,仁和里,3972
64000170015,赤山里,5941
64000170016,仁慈里,3831
64000180001,鳥松里,5203
64000180002,夢裡里,8997
64000180003,大華里,9157
64000180004,?埔里,9650
64000180005,仁美里,8345
64000180006,大竹里,8016
64000180007,華美里,7991
64000190001,平安里,7177
64000190002,岡山里,8498
64000190003,壽天里,5469
64000190004,維仁里,4757
64000190005,後紅里,1460
64000190006,大遼里,7534
64000190007,忠孝里,3582
64000190008,和平里,7170
64000190009,前峰里,7875
64000190010,劉厝里,5799
64000190011,協和里,5735
64000190012,後協里,2432
64000190013,信義里,541
64000190014,潭底里,2074
64000190015,三和里,803
64000190016,仁壽里,93
64000190017,碧紅里,6604
